,X,RespondentId,Enroll,Employ,Working,Hrs,Age,Ethnicity,Income,Classification,College,Commute,Alone,Dependents,HoH,Live,FedAid,PA,FreqNightElse,UTEPHomeless,Year,HH3,HH4,AD1,AD1a,AD2,AD3,index,Gender,USDAcat,YR_2019,YR_2020,YR_2021,YR_2022,Ethn_Hisp,Ethn_AIAN,Ethn_Asian,Ethn_Black,Ethn_NHPI,Ethn_White,Ethn_Other,Coll_BSN,Coll_EDU,Coll_ENGN,Coll_HS,Coll_LART,Coll_SCI,Coll_NRS,Coll_PHR,Coll_Other,Coll_NA,Gend_F,Gend_M,Gend_T,Gend_NC,Gend_Other,Gend_PNA,Gendercats
27364,NA,95800693,Full-time,Full-time,Off campus,More than 19 hours,NA,1,"$20,000 to $29,999",Junior,5,Car (someone drives to campus and picks you up),No,1,No,Off campus with parents,Emergency Loan,Yes,NA,Yes,2022,1,1,1,1,1,1,6,2,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Male
27365,NA,95800694,Full-time,No,NA,NA,2,1,"$60,000 to $69,999",Senior,8,Bus/Public transportation,No,1,No,Off campus with parents,Work-study,Yes,NA,No,2022,0,0,0,NA,0,0,NA,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Female
27366,NA,95800697,Full-time,Part-time,Off campus,More than 19 hours,NA,1,"Less than $10,000",Junior,5,Car (someone drives to campus and picks you up),No,2,Yes,Other,Work-study,Yes,NA,No,2022,1,1,0,NA,0,0,NA,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Female
27367,NA,95800701,Full-time,No,NA,NA,2,1,"$10,000 to $19,999",Doctoral,6,Car (someone drives to campus and picks you up),No,1,No,Off campus not with family,Work-study,Yes,NA,No,2022,0,0,0,NA,0,0,NA,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Female
27368,NA,95800702,Full-time,No,NA,NA,4,7,"$20,000 to $29,999",Senior,4,Car (someone drives to campus and picks you up),No,3,Yes,Off campus with partner and kids,Work-study,Yes,NA,No,2022,1,1,1,1,1,1,6,1,NA,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Female
27369,NA,95800711,Full-time,Full-time,On campus,19 hours or less,NA,1,"$50,000 to $59,999",Sophomore,8,Trolley,No,1,No,Off campus with parents,Scholarship,Yes,NA,No,2022,1,1,1,0,1,1,5,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Female
27370,NA,95800718,Part-time,Full-time,Off campus,More than 19 hours,NA,11,"$20,000 to $29,999",Senior,8,Other,No,3,No,Off campus with partner and kids,Emergency Loan,Yes,NA,Yes,2022,1,1,1,1,1,1,6,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Female
27371,NA,95800729,Full-time,Full-time,Off campus,More than 19 hours,NA,"1, 11","$10,000 to $19,999",Senior,8,Car (someone drives to campus and picks you up),No,3,Yes,Off campus with partner and kids,Scholarship,Yes,NA,No,2022,1,1,1,1,0,0,4,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Female
27372,NA,95800739,Full-time,Part-time,On campus,More than 19 hours,NA,1,"$10,000 to $19,999",Doctoral,9,Other,No,1,Yes,On campus,Loans,Yes,NA,No,2022,0,1,0,NA,1,0,NA,2,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Male
27373,NA,95800761,Full-time,Part-time,Off campus,19 hours or less,NA,1,"Less than $10,000",Senior,8,Trolley,No,1,No,Off campus not with family,Scholarship,Yes,NA,No,2022,0,0,0,NA,0,0,NA,2,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Male
27374,NA,95800763,Full-time,Part-time,On campus,19 hours or less,NA,1,"$20,000 to $29,999",Junior,3,Trolley,No,1,No,Off campus with parents,Loans,Yes,NA,Yes,2022,0,1,1,1,0,1,4,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Female
27375,NA,95800779,Full-time,Part-time,Off campus,More than 19 hours,NA,1,"$10,000 to $19,999",Senior,"2, 9",Car (someone drives to campus and picks you up),No,2,Yes,Other,Work-study,Yes,NA,No,2022,1,1,0,NA,0,0,NA,4,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Other
27376,NA,95800785,Full-time,Part-time,Off campus,More than 19 hours,NA,1,"$50,000 to $59,999",Senior,9,Car (someone drives to campus and picks you up),No,1,No,Off campus with parents,Scholarship,Yes,NA,No,2022,1,1,1,0,1,1,5,2,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Male
27377,NA,95800792,Part-time,Full-time,Off campus,19 hours or less,NA,11,"$100,000 or more",Graduate (Masters),2,Car (someone drives to campus and picks you up),No,3,No,Off campus with partner and kids,Work-study,Yes,NA,No,2022,0,0,0,NA,0,0,NA,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Female
27378,NA,95800806,Full-time,Part-time,On campus,19 hours or less,NA,1,"Less than $10,000",Graduate (Masters),8,Walk,Yes,1,Yes,Other,Work-study,No,Rarely,No,2022,1,1,1,1,1,1,6,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Female
27379,NA,95800810,Part-time,Full-time,Off campus,More than 19 hours,NA,1,"$30,000 to $39,999",Graduate (Masters),8,Car (someone drives to campus and picks you up),Yes,1,Yes,Off campus not with family,Work-study,Yes,Rarely,Yes,2022,1,1,0,NA,1,0,NA,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Female
27380,NA,95800824,Full-time,No,NA,NA,2,1,"$90,000 to $99,999",Sophomore,3,Car (someone drives to campus and picks you up),Yes,1,No,On campus,Work-study,Yes,NA,Yes,2022,1,1,1,1,1,1,6,4,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Other
27381,NA,95800830,Full-time,Part-time,On campus,19 hours or less,NA,8,"Less than $10,000",Sophomore,3,Trolley,No,1,No,Off campus not with family,Work-study,Yes,NA,No,2022,0,1,1,0,1,1,4,1,NA,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Female
27382,NA,95800832,Full-time,Part-time,On campus,19 hours or less,NA,11,"Less than $10,000",Sophomore,9,Trolley,No,1,No,On campus,Loans,Yes,NA,Yes,2022,1,1,1,1,1,1,6,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Female
27383,NA,95800840,Part-time,Full-time,Off campus,More than 19 hours,NA,1,"$50,000 to $59,999",Senior,8,Car (someone drives to campus and picks you up),Yes,1,Yes,Off campus not with family,Loans,Yes,NA,No,2022,0,0,0,NA,1,0,NA,2,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Male
27384,NA,95800861,Part-time,No,NA,NA,2,1,"$20,000 to $29,999",Senior,3,Trolley,No,1,No,Off campus with parents,Loans,Yes,NA,No,2022,1,1,0,NA,0,0,NA,2,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Male
27385,NA,95800869,Full-time,No,NA,NA,2,1,"$30,000 to $39,999",Senior,8,Car (someone drives to campus and picks you up),No,1,No,Off campus with parents,Loans,Yes,NA,No,2022,0,0,0,NA,0,0,NA,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Female
27386,NA,95800872,Full-time,No,NA,NA,2,"1, 11","Less than $10,000",Senior,8,Trolley,No,2,No,Other,Emergency Loan,Yes,NA,No,2022,1,1,1,1,1,1,6,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Female
27387,NA,95800877,Full-time,Part-time,Off campus,More than 19 hours,NA,1,"$20,000 to $29,999",Senior,2,Car (someone drives to campus and picks you up),No,2,No,Off campus with partner and kids,Scholarship,Yes,NA,No,2022,0,0,0,NA,0,0,NA,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Female
27388,NA,95800896,Full-time,No,NA,NA,2,"1, 11","$20,000 to $29,999",Junior,9,Car (someone drives to campus and picks you up),Yes,1,No,Off campus not with family,Scholarship,Yes,NA,Yes,2022,0,0,0,NA,0,0,NA,4,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Other
27389,NA,95800902,Part-time,Part-time,Off campus,19 hours or less,NA,1,"$20,000 to $29,999",Junior,9,Bus/Public transportation,No,1,No,Off campus with parents,Loans,Yes,NA,No,2022,1,1,0,NA,0,0,NA,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Female
27390,NA,95800907,Full-time,Part-time,On campus,19 hours or less,NA,8,"Less than $10,000",Doctoral,3,Other,No,1,Yes,Off campus not with family,Work-study,Yes,NA,No,2022,1,1,0,NA,0,1,NA,2,NA,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Male
27391,NA,95800916,Full-time,Full-time,Off campus,More than 19 hours,NA,1,"$20,000 to $29,999",Senior,1,Car (someone drives to campus and picks you up),No,1,No,Off campus with parents,Loans,Yes,NA,No,2022,0,0,0,NA,0,0,NA,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Female
27392,NA,95800926,Part-time,Full-time,Off campus,More than 19 hours,NA,1,"$30,000 to $39,999",Senior,9,Car (someone drives to campus and picks you up),No,2,Yes,Other,Work-study,Yes,NA,No,2022,0,1,0,NA,0,0,NA,2,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Male
27393,NA,95800931,Full-time,Part-time,Off campus,More than 19 hours,NA,1,"Less than $10,000",Senior,9,Car (someone drives to campus and picks you up),Yes,1,Yes,Off campus not with family,Scholarship,Yes,NA,Yes,2022,1,1,1,1,1,1,6,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Female
27394,NA,95800949,Full-time,No,NA,NA,4,1,"$10,000 to $19,999",Senior,5,Car (someone drives to campus and picks you up),No,3,Yes,Other,Scholarship,Yes,NA,No,2022,1,1,1,1,1,1,6,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Female
27395,NA,95800955,Full-time,No,NA,NA,2,1,"$10,000 to $19,999",Junior,2,Uber/Lyft,No,1,No,Off campus with parents,Loans,Yes,NA,No,2022,1,1,0,NA,0,0,NA,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Female
27396,NA,95800973,Full-time,Part-time,Off campus,19 hours or less,NA,1,"$60,000 to $69,999",Sophomore,8,Car (someone drives to campus and picks you up),No,1,No,Off campus with parents,Work-study,Yes,NA,Yes,2022,1,1,1,1,1,1,6,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Female
27397,NA,95800975,Full-time,Part-time,Off campus,More than 19 hours,NA,1,"$30,000 to $39,999",Junior,8,Other,No,1,No,On campus,Loans,Yes,NA,No,2022,1,1,1,1,1,1,6,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Female
27398,NA,95800997,Full-time,Part-time,On campus,19 hours or less,NA,1,"$30,000 to $39,999",Senior,3,Other,No,1,No,On campus,Work-study,Yes,NA,No,2022,1,1,1,1,1,1,6,2,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Male
27399,NA,95801013,Full-time,Full-time,On campus,19 hours or less,NA,1,"$10,000 to $19,999",Graduate (Masters),8,Other,Yes,1,Yes,Off campus not with family,Loans,Yes,NA,No,2022,1,1,1,1,1,1,6,2,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Male
27400,NA,95801036,Full-time,No,NA,NA,2,11,"$10,000 to $19,999",Senior,8,Car (someone drives to campus and picks you up),No,1,No,Off campus with parents,Work-study,Yes,NA,No,2022,0,1,0,NA,0,0,NA,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Female
27401,NA,95801038,Full-time,No,NA,NA,5,1,"$20,000 to $29,999",Junior,7,Trolley,No,4,No,Off campus with partner and kids,Scholarship,Yes,NA,No,2022,1,1,0,NA,1,1,NA,2,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Male
27402,NA,95801042,Full-time,No,NA,NA,3,9,"$20,000 to $29,999",Doctoral,9,Trolley,No,1,Yes,Off campus with partner,Work-study,Yes,NA,No,2022,1,1,1,1,0,0,4,2,NA,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Male
27403,NA,95801046,Full-time,No,NA,NA,2,1,"$60,000 to $69,999",Sophomore,9,Bus/Public transportation,No,1,No,On campus,Loans,Yes,NA,Yes,2022,0,0,0,NA,0,0,NA,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Female
27404,NA,95801050,Part-time,Part-time,On campus,19 hours or less,NA,1,"$10,000 to $19,999",Graduate (Masters),4,Car (someone drives to campus and picks you up),No,1,No,Off campus with parents,Loans,Yes,NA,Yes,2022,1,1,1,1,1,1,6,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Female
27405,NA,95801058,Full-time,Part-time,On campus,19 hours or less,NA,1,"Less than $10,000",Senior,8,Car (someone drives to campus and picks you up),No,1,No,Off campus with parents,Loans,Yes,NA,No,2022,0,1,1,0,1,1,4,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Female
27406,NA,95801064,Full-time,No,NA,NA,5,1,"Less than $10,000",Junior,8,Car (someone drives to campus and picks you up),Yes,1,Yes,Other,Loans,Yes,NA,No,2022,1,1,1,1,1,0,5,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Female
27407,NA,95801075,Part-time,Part-time,Off campus,19 hours or less,NA,1,"$80,000 to $89,999",Senior,9,Car (someone drives to campus and picks you up),No,1,No,Off campus with parents,Work-study,Yes,NA,No,2022,0,1,0,NA,1,0,NA,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Female
27408,NA,95801106,Full-time,No,NA,NA,2,1,"$50,000 to $59,999",Junior,8,Bike,No,1,No,Off campus with parents,Loans,Yes,NA,No,2022,0,0,0,NA,0,0,NA,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Female
27409,NA,95801107,Full-time,No,NA,NA,2,1,"$10,000 to $19,999",Senior,1,Bike,No,1,No,Other,Loans,Yes,NA,No,2022,0,1,1,1,1,1,5,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Female
27410,NA,95801109,Full-time,No,NA,NA,2,1,"$20,000 to $29,999",Senior,8,Car (someone drives to campus and picks you up),No,1,No,Off campus with parents,Loans,Yes,NA,No,2022,1,1,0,NA,1,1,NA,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Female
27411,NA,95801136,Full-time,Part-time,On campus,More than 19 hours,NA,"1, 11","$10,000 to $19,999",Junior,3,Car (someone drives to campus and picks you up),No,1,No,Off campus not with family,Loans,Yes,NA,No,2022,0,0,0,NA,0,0,NA,2,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Male
27412,NA,95801145,Part-time,No,NA,NA,2,"1, 11","$40,000 to $49,999",Senior,3,Car (someone drives to campus and picks you up),No,1,No,Other,Loans,Yes,NA,No,2022,0,1,0,NA,0,0,NA,2,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Male
27413,NA,95801153,Part-time,Full-time,Off campus,More than 19 hours,NA,1,"$30,000 to $39,999",Senior,1,Car (someone drives to campus and picks you up),No,2,Yes,Other,Loans,Yes,NA,No,2022,1,1,0,NA,1,0,NA,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Female
27414,NA,95801213,Full-time,Full-time,Off campus,More than 19 hours,NA,1,"$100,000 or more",Senior,1,Car (someone drives to campus and picks you up),No,1,No,Off campus with parents,Work-study,Yes,NA,No,2022,0,0,0,NA,0,0,NA,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Female
27415,NA,95801220,Full-time,Part-time,On campus,19 hours or less,NA,1,"Less than $10,000",Graduate (Masters),8,Walk,No,2,No,Off campus with partner,Work-study,No,Rarely,No,2022,1,0,0,NA,1,0,NA,2,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Male
27416,NA,95801225,Full-time,No,NA,NA,4,9,"$40,000 to $49,999",Junior,1,Car (someone drives to campus and picks you up),No,2,Yes,Other,Loans,Yes,NA,No,2022,1,0,1,0,1,0,3,1,NA,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Female
27417,NA,95801239,Full-time,No,NA,NA,2,1,"Less than $10,000",Senior,4,Bus/Public transportation,No,1,No,Off campus with parents,Work-study,Yes,NA,No,2022,0,0,0,NA,1,0,NA,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Female
27418,NA,95801248,Full-time,Full-time,On campus,More than 19 hours,NA,8,"$20,000 to $29,999",Doctoral,9,Other,Yes,1,Yes,Off campus not with family,Work-study,No,Rarely,No,2022,1,1,1,1,1,1,6,1,NA,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Female
27419,NA,95801286,Full-time,Full-time,On campus,More than 19 hours,NA,13,"Less than $10,000",Graduate (Masters),9,Other,Yes,1,No,Off campus not with family,Work-study,No,Rarely,No,2022,1,1,1,1,1,1,6,2,NA,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Male
27420,NA,95801299,Full-time,Part-time,Off campus,More than 19 hours,NA,"1, 11","$20,000 to $29,999",Senior,5,Car (someone drives to campus and picks you up),No,1,No,Off campus with parents,Loans,Yes,NA,No,2022,0,0,0,NA,0,0,NA,2,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Male
27421,NA,95801306,Full-time,Full-time,Off campus,More than 19 hours,NA,1,"$40,000 to $49,999",Senior,8,Car (someone drives to campus and picks you up),No,3,Yes,Other,Emergency Loan,Yes,NA,No,2022,1,1,1,1,1,1,6,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Female
27422,NA,95801320,Full-time,No,NA,NA,3,1,"$90,000 to $99,999",Doctoral,6,Car (someone drives to campus and picks you up),No,1,No,Off campus with parents,Work-study,Yes,NA,Yes,2022,1,1,1,1,1,1,6,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Female
27423,NA,95801326,Full-time,Part-time,Off campus,19 hours or less,NA,1,"$70,000 to $79,999",Junior,2,Car (someone drives to campus and picks you up),No,4,No,Off campus with partner and kids,Work-study,Yes,NA,No,2022,1,1,1,0,1,0,4,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Female
27424,NA,95801380,Full-time,No,NA,NA,NA,1,"$10,000 to $19,999",Freshman,3,Bus/Public transportation,No,1,Yes,Off campus with partner,Work-study,Yes,NA,No,2022,1,1,1,0,1,1,5,2,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Male
27425,NA,95801396,Part-time,Part-time,Off campus,More than 19 hours,NA,11,"$40,000 to $49,999",Freshman,9,Trolley,No,1,No,On campus,Work-study,Yes,NA,No,2022,1,1,1,0,1,0,4,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Female
27426,NA,95801399,Full-time,Full-time,Off campus,More than 19 hours,NA,1,"$20,000 to $29,999",Senior,8,Car (someone drives to campus and picks you up),No,2,Yes,Off campus with parents,Work-study,Yes,NA,No,2022,1,1,0,NA,0,0,NA,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Female
27427,NA,95801427,Full-time,No,NA,NA,4,11,"$100,000 or more",Senior,7,Car (someone drives to campus and picks you up),No,1,No,Off campus with parents,Work-study,Yes,NA,No,2022,1,1,1,1,1,1,6,2,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Male
27428,NA,95801468,Part-time,No,NA,NA,3,1,"$20,000 to $29,999",Graduate (Masters),2,Car (someone drives to campus and picks you up),No,1,No,Off campus with parents,Work-study,No,Sometimes,No,2022,1,1,0,NA,1,1,NA,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Female
27429,NA,95801472,Full-time,Full-time,Off campus,More than 19 hours,NA,"1, 9","$50,000 to $59,999",Graduate (Masters),1,Car (someone drives to campus and picks you up),No,1,Yes,Off campus not with family,Work-study,Yes,NA,No,2022,0,0,0,NA,0,0,NA,2,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Male
27430,NA,95801501,Full-time,Part-time,On campus,19 hours or less,NA,11,"Less than $10,000",Sophomore,4,Trolley,No,1,No,Off campus with parents,Loans,Yes,NA,Yes,2022,1,1,1,1,0,0,4,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Female
27431,NA,95801550,Full-time,No,NA,NA,5,1,"$10,000 to $19,999",Senior,5,Car (someone drives to campus and picks you up),No,3,Yes,Off campus with partner and kids,Loans,Yes,NA,No,2022,1,1,0,NA,0,0,NA,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Female
27432,NA,95801581,Full-time,No,NA,NA,2,1,"$80,000 to $89,999",Junior,1,Bus/Public transportation,No,1,No,Off campus with parents,Work-study,Yes,NA,No,2022,0,0,0,NA,0,0,NA,2,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Male
27433,NA,95801632,Full-time,No,NA,NA,2,8,"Less than $10,000",Freshman,5,Other,No,1,No,On campus,Work-study,No,Rarely,No,2022,0,0,0,NA,0,0,NA,1,NA,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Female
27434,NA,95801643,Part-time,Part-time,Off campus,More than 19 hours,NA,1,"$50,000 to $59,999",Junior,8,Car (someone drives to campus and picks you up),No,1,No,On campus,Scholarship,Yes,NA,Yes,2022,1,1,1,1,1,1,6,4,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Other
27435,NA,95801650,Full-time,Part-time,Off campus,19 hours or less,NA,1,"$40,000 to $49,999",Senior,9,Car (someone drives to campus and picks you up),No,1,No,Off campus with parents,Work-study,Yes,NA,No,2022,0,0,1,0,0,0,1,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Female
27436,NA,95801675,Full-time,Part-time,Off campus,19 hours or less,NA,1,"$80,000 to $89,999",Senior,9,Bike,No,1,No,Off campus with parents,Loans,Yes,NA,No,2022,0,0,0,NA,1,1,NA,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Female
27437,NA,95801733,Full-time,No,NA,NA,2,1,"$30,000 to $39,999",Graduate (Masters),3,Car (someone drives to campus and picks you up),No,1,No,Other,Work-study,Yes,NA,No,2022,1,1,1,1,0,1,5,1,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Female
27438,NA,95801754,Full-time,Part-time,On campus,More than 19 hours,NA,9,"$10,000 to $19,999",Graduate (Masters),9,Other,Yes,3,No,Off campus not with family,Work-study,Yes,NA,No,2022,1,1,1,1,1,1,6,2,NA,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Male
27439,NA,95801773,Full-time,Full-time,On campus,More than 19 hours,NA,1,"$50,000 to $59,999",Graduate (Masters),9,Car (someone drives to campus and picks you up),No,2,Yes,Off campus with partner and kids,Work-study,Yes,NA,No,2022,0,1,0,NA,0,0,NA,2,NA,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Male
